Video ID,Metrics Date,Views,Watch Time Minutes,Subscriber Net Change,Comments,Likes,Shares,Thumbnail Impressions,Video level thumbnail impressions CTR (percentage)
vid_0004,03/02/2026,2,76.97,0,0,0,0,66,0.015152
vid_0004,04/02/2026,1,43.47,0,0,0,0,54,0.018519
vid_0004,05/02/2026,4,56.94,0,0,0,0,71,0.042254
vid_0004,06/02/2026,2,11.85,0,0,0,0,85,0.011765
vid_0004,07/02/2026,5,46.92,0,0,0,0,68,0.044118
vid_0004,08/02/2026,1,0.69,0,0,0,0,79,0.012658
vid_0004,09/02/2026,4,88.11,0,0,0,0,82,0.036585
vid_0004,10/02/2026,6,78.51,0,0,0,0,76,0.026316
vid_0004,11/02/2026,2,16.45,0,0,0,0,71,0
vid_0004,12/02/2026,2,72.16,0,0,0,0,74,0.027027
vid_0004,13/02/2026,2,87.69,0,0,0,0,61,0.032787
vid_0004,14/02/2026,0,0,0,0,0,0,85,0
vid_0004,15/02/2026,3,26.49,0,0,0,0,76,0.039474
vid_0004,16/02/2026,1,1.45,0,0,0,0,69,0.014493
vid_0004,17/02/2026,1,43.92,0,0,0,0,71,0
vid_0004,19/02/2026,2,44.23,0,0,0,0,52,0
vid_0004,20/02/2026,3,76.38,0,0,0,0,65,0.015385
vid_0004,21/02/2026,4,88.54,0,0,0,0,76,0.013158
vid_0004,22/02/2026,4,21.06,0,0,0,0,67,0.029851
vid_0004,23/02/2026,1,0.36,0,0,0,0,46,0
vid_0004,26/02/2026,1,0.46,0,0,0,0,42,0.02381
vid_0004,28/02/2026,1,26.31,0,0,0,0,47,0.021277
vid_0004,01/03/2026,1,2.71,0,0,0,0,58,0
vid_0004,02/03/2026,4,93.83,0,0,0,0,35,0.114286
vid_0004,03/03/2026,4,60.28,0,0,0,0,51,0.039216
vid_0004,04/03/2026,1,21.54,0,0,0,0,39,0.025641
vid_0004,05/03/2026,2,34.48,0,0,0,0,43,0.046512
vid_0004,06/03/2026,2,45.47,0,0,0,0,49,0
vid_0004,07/03/2026,2,44.44,0,0,0,0,43,0
vid_0004,08/03/2026,1,0.71,0,0,0,0,38,0.026316
vid_0004,10/03/2026,2,52.55,0,0,0,0,45,0.044444
vid_0004,11/03/2026,1,1.74,0,0,0,0,44,0.022727
vid_0004,12/03/2026,1,43.8,0,0,0,0,32,0.03125
vid_0004,15/03/2026,5,107.52,0,0,0,0,37,0.108108
vid_0004,16/03/2026,1,0.67,0,0,0,0,34,0
vid_0004,17/03/2026,2,64.54,0,0,0,0,39,0.025641
vid_0004,19/03/2026,0,0,0,0,0,0,35,0
vid_0004,20/03/2026,1,0.8,0,0,0,0,31,0.032258
vid_0004,22/03/2026,1,1.23,0,0,0,0,33,0
vid_0004,23/03/2026,1,0.22,0,0,0,0,23,0.043478
vid_0004,25/03/2026,2,43.93,0,0,0,0,51,0.039216
vid_0004,28/03/2026,1,0.36,0,0,0,0,44,0
vid_0004,29/03/2026,1,43.92,0,0,0,0,40,0
vid_0004,30/03/2026,1,43.92,0,0,0,0,28,0
vid_0005,27/03/2026,12,182.84,0,0,0,0,191,0.041885
vid_0005,28/03/2026,28,33.34,0,0,0,0,444,0.04955
vid_0005,29/03/2026,44,86.01,0,0,0,0,1196,0.034281
vid_0005,30/03/2026,38,240.71,0,0,0,0,1166,0.027444
vid_0005,31/03/2026,47,224.9,0,0,1,0,1294,0.031685
vid_0006,01/01/2026,45,1063.3,0,0,0,0,1076,0.020446
vid_0006,02/01/2026,59,1358.31,0,0,1,0,1008,0.036706
vid_0006,03/01/2026,72,1560.29,0,0,0,0,1481,0.02971
vid_0006,04/01/2026,79,1510.2,0,0,0,0,1348,0.037092
vid_0006,05/01/2026,51,1064.48,0,0,0,0,701,0.038516
vid_0006,06/01/2026,61,1248.82,0,0,0,0,805,0.042236
vid_0006,07/01/2026,48,1038.57,0,0,0,0,841,0.032105
vid_0006,08/01/2026,37,757.7,0,0,0,0,796,0.025126
vid_0006,09/01/2026,47,1247.21,0,0,0,0,702,0.04416
vid_0006,10/01/2026,32,803.18,0,0,0,0,672,0.035714
vid_0006,11/01/2026,48,1085.83,0,0,0,0,719,0.040334
vid_0006,12/01/2026,27,635.84,0,0,0,0,452,0.030973
vid_0006,13/01/2026,37,740.37,0,0,0,0,594,0.038721
vid_0006,14/01/2026,30,755.67,0,0,0,0,618,0.033981
vid_0006,15/01/2026,26,753.9,0,0,0,0,407,0.039312
vid_0006,16/01/2026,16,458.6,0,0,0,0,309,0.02589
vid_0006,17/01/2026,18,500.91,0,0,0,0,254,0.03937
vid_0006,18/01/2026,22,661.98,0,0,0,0,343,0.040816
vid_0006,19/01/2026,23,593.51,0,0,0,0,279,0.053763
vid_0006,20/01/2026,19,415.94,0,0,0,1,335,0.023881
vid_0006,21/01/2026,26,614.67,0,0,0,0,250,0.06
vid_0006,22/01/2026,19,373.38,0,0,0,0,304,0.023026
vid_0006,23/01/2026,9,269.21,0,0,0,0,210,0.004762
vid_0006,24/01/2026,16,385.57,0,0,0,0,225,0.048889
vid_0006,25/01/2026,11,167.44,0,0,0,0,254,0.019685
vid_0006,26/01/2026,23,440.47,0,0,0,0,244,0.040984
vid_0006,27/01/2026,11,175.1,0,0,0,0,207,0.024155
vid_0006,28/01/2026,13,400.93,0,0,0,1,243,0.037037
vid_0006,29/01/2026,17,578.93,0,0,1,0,190,0.042105
vid_0006,30/01/2026,7,170.66,0,0,0,0,190,0.026316
vid_0006,31/01/2026,10,160.03,0,0,0,0,156,0.025641
vid_0006,01/02/2026,14,207.99,0,0,0,0,236,0.038136
vid_0006,02/02/2026,9,270.41,0,0,1,0,206,0.014563
vid_0006,03/02/2026,9,380.22,0,0,0,0,177,0.033898
vid_0006,04/02/2026,8,237.66,0,0,-1,0,158,0.025316
vid_0006,05/02/2026,12,362.85,0,0,0,0,175,0.022857
vid_0006,06/02/2026,15,340.61,0,0,0,0,180,0.022222
vid_0006,07/02/2026,4,94.59,0,0,0,0,176,0.011364
vid_0006,08/02/2026,28,760.75,0,0,1,0,238,0.067227
vid_0006,09/02/2026,14,356.57,0,0,0,0,212,0.033019
vid_0006,10/02/2026,8,26.56,0,0,0,0,166,0.036145
vid_0006,11/02/2026,12,350.96,0,0,1,0,179,0.039106
vid_0006,12/02/2026,10,300.86,0,0,0,0,184,0.016304
vid_0006,13/02/2026,9,282.97,0,0,0,0,127,0.047244
vid_0006,14/02/2026,31,1029.8,0,0,0,0,209,0.019139
vid_0006,15/02/2026,12,384.32,0,0,0,0,179,0.011173
vid_0006,16/02/2026,14,251,0,0,1,1,171,0.02924
vid_0006,17/02/2026,6,236.19,0,0,0,0,144,0.020833
vid_0006,18/02/2026,10,261.23,0,0,0,0,130,0.030769
vid_0006,19/02/2026,13,432.84,0,0,-1,0,121,0.008264
vid_0006,20/02/2026,15,463.54,0,0,0,0,134,0.029851
vid_0006,21/02/2026,27,963.37,0,0,0,0,239,0.016736
vid_0006,22/02/2026,40,1560.79,0,0,1,0,221,0.022624
vid_0006,23/02/2026,86,2889.75,0,0,0,0,418,0.026316
vid_0006,24/02/2026,52,1913.21,0,0,0,1,291,0.037801
vid_0006,25/02/2026,10,328.55,0,0,0,0,120,0.025
vid_0006,26/02/2026,26,877.07,0,0,0,0,134,0.022388
vid_0006,27/02/2026,26,985.19,0,0,0,0,126,0.007937
vid_0006,28/02/2026,12,509.94,0,0,0,0,100,0
vid_0006,01/03/2026,4,105.13,0,0,0,0,105,0.009524
vid_0006,02/03/2026,13,348.09,0,0,0,0,98,0.040816
vid_0006,03/03/2026,33,836.16,0,0,0,0,181,0.049724
vid_0006,04/03/2026,15,398.17,0,0,0,0,146,0.027397
vid_0006,05/03/2026,28,1011.97,0,0,0,0,137,0.080292
vid_0006,06/03/2026,9,300.84,0,0,0,0,100,0.04
vid_0006,07/03/2026,14,382.22,0,0,0,0,113,0.00885
vid_0006,08/03/2026,4,105.82,0,0,1,0,72,0.027778
vid_0006,09/03/2026,8,258.75,1,0,1,0,98,0.020408
vid_0006,10/03/2026,7,207.3,0,0,0,0,118,0.033898
vid_0006,11/03/2026,7,223.37,0,0,0,0,109,0.036697
vid_0006,12/03/2026,11,332.67,0,0,0,0,111,0.018018
vid_0006,13/03/2026,10,169.07,0,0,0,0,122,0.016393
vid_0006,14/03/2026,7,74.91,0,0,0,1,77,0.051948
vid_0006,15/03/2026,6,223.62,0,0,0,0,87,0.011494
vid_0006,16/03/2026,5,151.82,0,0,0,0,72,0
vid_0006,17/03/2026,4,56.71,0,0,0,0,94,0.021277
vid_0006,18/03/2026,8,201.27,0,0,0,0,107,0.028037
vid_0006,19/03/2026,5,207.43,0,0,0,0,85,0.023529
vid_0006,20/03/2026,7,201.49,0,0,0,0,68,0.058824
vid_0006,21/03/2026,7,325.44,0,0,0,0,99,0.040404
vid_0006,22/03/2026,8,193.41,0,0,0,0,107,0.018692
vid_0006,23/03/2026,3,111.66,0,0,0,0,79,0.012658
vid_0006,24/03/2026,29,937.28,0,0,0,0,102,0.039216
vid_0006,25/03/2026,8,173.12,0,0,0,0,105,0.038095
vid_0006,26/03/2026,6,88.9,0,0,1,0,87,0.045977
vid_0006,27/03/2026,5,121.52,0,0,0,0,93,0.032258
vid_0006,28/03/2026,3,101.7,0,0,0,0,79,0.012658
vid_0006,29/03/2026,4,96.45,0,0,0,0,86,0.011628
vid_0006,30/03/2026,3,51.22,0,0,0,0,85,0.023529
vid_0006,31/03/2026,3,54.18,0,0,0,0,65,0.030769
vid_0007,15/03/2026,82,994.76,0,1,3,0,2078,0.024543
vid_0007,16/03/2026,58,675.4,-1,2,0,0,1773,0.023689
vid_0007,17/03/2026,30,174.94,0,0,2,0,1362,0.016887
vid_0007,18/03/2026,30,244.14,0,1,0,0,969,0.026832
vid_0007,19/03/2026,8,89.02,0,0,0,0,673,0.010401
vid_0007,20/03/2026,10,183.22,0,0,0,0,572,0.01049
vid_0007,21/03/2026,12,170.88,0,0,0,0,777,0.014157
vid_0007,22/03/2026,22,340.36,0,0,0,0,1682,0.008918
vid_0007,23/03/2026,2,5.21,0,0,0,0,38,0.026316
vid_0007,24/03/2026,3,69.89,0,0,0,0,36,0
vid_0007,25/03/2026,1,43.19,0,0,0,0,32,0
vid_0007,26/03/2026,1,43.19,0,0,0,0,25,0
vid_0007,27/03/2026,3,32.26,0,0,0,0,39,0.051282
vid_0007,28/03/2026,6,127.46,0,0,0,0,41,0.04878
vid_0007,29/03/2026,3,53.39,0,0,0,0,44,0
vid_0007,30/03/2026,7,97.95,0,0,0,0,69,0.043478
vid_0007,31/03/2026,13,229.05,0,0,1,0,69,0.130435
vid_0008,18/01/2026,281,421.68,1,1,7,6,6314,0.027399
vid_0008,19/01/2026,"1,459",2313.76,3,1,11,5,14659,0.059895
vid_0008,20/01/2026,319,479.41,0,0,3,1,3095,0.062036
vid_0008,21/01/2026,86,121.97,0,0,2,3,1598,0.034418
vid_0008,22/01/2026,43,68.7,0,0,1,1,1150,0.028696
vid_0008,23/01/2026,41,58.71,0,0,0,0,239,0.096234
vid_0008,24/01/2026,35,47.4,0,0,1,0,338,0.071006
vid_0008,25/01/2026,17,28.28,0,0,0,0,240,0.041667
vid_0008,26/01/2026,10,14.26,0,0,0,0,189,0.031746
vid_0008,27/01/2026,11,12.95,0,0,0,0,112,0.044643
vid_0008,28/01/2026,9,6.95,0,0,0,0,96,0.052083
vid_0008,29/01/2026,3,5.53,0,0,0,0,104,0.028846
vid_0008,30/01/2026,3,4.02,0,0,0,0,85,0.035294
vid_0008,31/01/2026,6,7.58,0,0,0,0,158,0.031646
vid_0008,01/02/2026,5,8.88,0,0,0,0,215,0.023256
vid_0008,02/02/2026,9,12.08,0,0,0,0,150,0.046667
vid_0008,03/02/2026,6,4.76,0,0,1,0,109,0.045872
vid_0008,04/02/2026,12,16.87,0,0,0,0,95,0.073684
vid_0008,05/02/2026,3,6.44,0,0,0,0,129,0.007752
vid_0008,06/02/2026,8,11.07,0,0,0,0,145,0.041379
vid_0008,07/02/2026,21,28.28,0,0,0,0,401,0.034913
vid_0008,08/02/2026,13,14.73,0,0,0,0,299,0.016722
vid_0008,09/02/2026,7,6.6,0,0,0,0,155,0.032258
vid_0008,10/02/2026,4,0.81,0,0,0,0,59,0.050847
vid_0008,11/02/2026,3,5.43,0,0,0,0,66,0.030303
vid_0008,12/02/2026,1,0.63,0,0,0,0,42,0.02381
vid_0008,13/02/2026,2,2.69,0,0,0,0,46,0.043478
vid_0008,14/02/2026,1,2.37,0,0,0,0,46,0.021739
vid_0008,16/02/2026,5,4.5,0,0,0,0,58,0.068966
vid_0008,17/02/2026,4,5.61,0,0,0,0,83,0.036145
vid_0008,18/02/2026,4,4.46,0,0,0,0,77,0.038961
vid_0008,20/02/2026,1,0.56,0,0,0,0,50,0
vid_0008,22/02/2026,2,1.91,0,0,0,0,50,0.04
vid_0008,23/02/2026,3,2.4,0,0,0,0,55,0.018182
vid_0008,24/02/2026,2,2.08,0,0,0,0,34,0.058824
vid_0008,25/02/2026,1,2.28,0,0,0,0,33,0.030303
vid_0008,26/02/2026,3,6.73,0,0,0,0,34,0.088235
vid_0008,27/02/2026,3,3.73,0,0,0,0,41,0.04878
vid_0008,01/03/2026,1,0,0,0,0,0,49,0
vid_0008,02/03/2026,2,0.2,0,0,0,0,31,0.032258
vid_0008,03/03/2026,1,0.2,0,0,0,0,13,0.076923
vid_0008,05/03/2026,1,1.52,0,0,0,0,23,0
vid_0008,06/03/2026,2,2.42,0,0,0,0,29,0.068966
vid_0008,07/03/2026,2,2.61,0,0,0,0,48,0.041667
vid_0008,08/03/2026,2,0.49,0,0,0,0,86,0.023256
vid_0008,09/03/2026,1,0.04,0,0,0,0,100,0.01
vid_0008,10/03/2026,2,0.06,0,0,0,0,40,0.05
vid_0008,12/03/2026,2,1.32,0,0,0,0,29,0.068966
vid_0008,15/03/2026,1,2.42,0,0,0,0,44,0.022727
vid_0008,16/03/2026,1,2.45,0,0,0,0,34,0.029412
vid_0008,17/03/2026,1,1.34,0,0,0,0,33,0
vid_0008,18/03/2026,3,4.47,0,0,0,0,26,0.038462
vid_0008,19/03/2026,1,1.81,0,0,0,0,17,0.058824
vid_0008,20/03/2026,5,5.08,0,0,0,0,23,0.130435
vid_0008,21/03/2026,2,4.88,0,0,0,0,31,0.064516
vid_0008,22/03/2026,3,2.34,0,0,0,0,31,0.064516
vid_0008,24/03/2026,1,0.33,0,0,0,0,40,0
vid_0008,25/03/2026,2,1.02,0,0,0,0,35,0.057143
vid_0008,26/03/2026,1,0.34,0,0,0,0,19,0
vid_0008,29/03/2026,1,2.67,0,0,0,0,30,0
vid_0008,30/03/2026,1,0.42,0,0,0,0,27,0
vid_0008,31/03/2026,3,4.82,0,0,0,0,30,0.1
vid_0009,08/03/2026,"84,351",391706.39,126,68,873,184,830767,0.06672
vid_0009,09/03/2026,"315,573",1370166.44,451,112,2850,209,5358650,0.045592
vid_0009,10/03/2026,"76,439",290706.37,80,29,572,71,1766089,0.032299
vid_0009,11/03/2026,"35,401",135966.68,37,13,266,32,938636,0.029121
vid_0009,12/03/2026,"19,523",78504.04,18,7,138,9,489735,0.030461
vid_0009,13/03/2026,"19,717",80509.73,24,2,143,13,478371,0.031007
vid_0009,14/03/2026,"12,257",47534.55,22,5,81,5,322916,0.026289
vid_0009,15/03/2026,"8,272",31053.94,14,3,69,3,219073,0.025298
vid_0009,16/03/2026,"6,483",24190.48,7,2,52,3,182731,0.02635
vid_0009,17/03/2026,"3,611",12535.98,4,0,17,1,103666,0.02537
vid_0009,18/03/2026,"2,721",9596.04,2,0,22,0,82008,0.024559
vid_0009,19/03/2026,"2,334",8782.19,9,2,10,2,60012,0.027678
vid_0009,20/03/2026,"1,921",7946.06,4,0,11,0,38673,0.035658
vid_0009,21/03/2026,"1,391",5469.61,0,1,8,5,22158,0.042242
vid_0009,22/03/2026,"1,129",3803.39,5,0,7,1,26979,0.027132
vid_0009,23/03/2026,788,2630.29,1,0,4,0,19290,0.028305
vid_0009,24/03/2026,675,2325.71,1,0,4,1,10616,0.041447
vid_0009,25/03/2026,512,1931.97,0,0,6,0,7586,0.043106
vid_0009,26/03/2026,504,1930.16,1,0,2,0,8181,0.04046
vid_0009,27/03/2026,435,1750.5,1,0,2,0,7130,0.042917
vid_0009,28/03/2026,625,2490.19,0,1,0,1,8590,0.046799
vid_0009,29/03/2026,545,2121.5,0,0,3,0,7748,0.045818
vid_0009,30/03/2026,350,1315.88,1,0,0,0,5364,0.041946
vid_0009,31/03/2026,405,1611.49,0,0,1,0,6001,0.044159
vid_0010,11/03/2026,61,443.04,0,0,4,1,916,0.041485
vid_0010,12/03/2026,74,431.44,0,0,1,0,3101,0.020316
vid_0010,13/03/2026,117,644.32,1,0,1,0,2882,0.03331
vid_0010,14/03/2026,51,295.12,0,0,1,0,1420,0.029577
vid_0010,15/03/2026,18,120.38,0,0,0,1,606,0.019802
vid_0010,16/03/2026,22,113.49,1,0,3,0,731,0.02052
vid_0010,17/03/2026,15,64.5,0,0,0,0,642,0.018692
vid_0010,18/03/2026,11,48.35,0,0,0,0,526,0.009506
vid_0010,19/03/2026,6,26.48,0,0,0,0,632,0.007911
vid_0010,20/03/2026,2,0.57,0,0,0,0,20,0.1
vid_0010,21/03/2026,3,36.62,0,0,0,0,35,0.028571
vid_0010,22/03/2026,1,21.11,0,0,0,0,18,0
vid_0010,24/03/2026,1,21.11,0,0,0,0,15,0
vid_0010,26/03/2026,1,21.11,0,0,0,0,16,0
vid_0010,28/03/2026,3,43.83,0,0,0,0,15,0.133333
vid_0010,29/03/2026,2,13.54,0,0,0,0,12,0.083333
vid_0011,01/01/2026,"33,689",762774.08,57,6,209,16,534332,0.025724
vid_0011,02/01/2026,"23,710",549116.82,42,3,160,9,384799,0.024085
vid_0011,03/01/2026,"16,527",417837.01,43,2,91,14,292688,0.023667
vid_0011,04/01/2026,"13,412",406713.76,27,3,103,12,230509,0.026658
vid_0011,05/01/2026,"11,578",339022.12,19,3,90,11,200873,0.024896
vid_0011,06/01/2026,"9,407",282443,9,2,69,7,158577,0.025395
vid_0011,07/01/2026,"8,696",252320.22,17,2,67,4,147852,0.025397
vid_0011,08/01/2026,"6,736",202683.73,16,2,67,4,113627,0.024193
vid_0011,09/01/2026,"7,938",229880.57,14,0,47,6,124517,0.023161
vid_0011,10/01/2026,"9,177",271635.7,15,3,46,7,135199,0.024719
vid_0011,11/01/2026,"8,985",267465.28,15,2,66,3,136385,0.023654
vid_0011,12/01/2026,"6,729",247332.99,13,2,53,4,104611,0.024835
vid_0011,13/01/2026,"6,525",238065.96,12,1,41,3,106421,0.024422
vid_0011,14/01/2026,"5,744",211163.11,8,2,44,4,91393,0.025046
vid_0011,15/01/2026,"5,953",218846.34,11,1,37,1,94206,0.025773
vid_0011,16/01/2026,"5,874",228023.45,14,0,42,3,83561,0.027573
vid_0011,17/01/2026,"7,257",263584.84,17,2,34,3,102919,0.025642
vid_0011,18/01/2026,"6,870",256869.72,21,0,48,5,94340,0.02774
vid_0011,19/01/2026,"6,757",256830.29,15,2,52,8,96164,0.027183
vid_0011,20/01/2026,"6,314",209858.79,14,0,39,9,96237,0.024616
vid_0011,21/01/2026,"5,274",190285.03,11,0,30,1,73748,0.02693
vid_0011,22/01/2026,"4,930",167735.62,15,1,27,5,75446,0.027649
vid_0011,23/01/2026,"4,540",159650.96,11,0,29,4,69392,0.027885
vid_0011,24/01/2026,"5,013",203216.07,10,0,41,3,74769,0.027324
vid_0011,25/01/2026,"4,211",164574.96,7,0,25,5,61691,0.027719
vid_0011,26/01/2026,"3,584",158120.9,7,0,20,1,51689,0.028575
vid_0011,27/01/2026,"3,678",147094.55,6,0,15,2,50981,0.032424
vid_0011,28/01/2026,"3,479",118447.7,6,2,16,1,52562,0.029508
vid_0011,29/01/2026,"3,508",110356.05,8,6,21,8,48652,0.030605
vid_0011,30/01/2026,"2,870",101858.94,3,1,16,0,38467,0.031118
vid_0011,31/01/2026,"3,251",109009.19,7,0,18,4,47684,0.029213
vid_0011,01/02/2026,"2,777",93374.98,6,0,10,0,41141,0.029435
vid_0011,02/02/2026,"2,231",75736.41,4,0,12,1,33999,0.029295
vid_0011,03/02/2026,"2,579",86935.76,5,0,10,1,36894,0.031875
vid_0011,04/02/2026,"2,514",86615.09,7,0,15,1,36147,0.030929
vid_0011,05/02/2026,"3,051",99998.99,9,1,15,6,40755,0.034818
vid_0011,06/02/2026,"3,176",99242.82,10,3,27,3,42121,0.032858
vid_0011,07/02/2026,"2,937",93415.18,8,0,15,2,38309,0.032708
vid_0011,08/02/2026,"3,797",113518.72,3,0,30,1,48538,0.032717
vid_0011,09/02/2026,"3,479",103695.07,7,2,19,6,44821,0.034984
vid_0011,10/02/2026,"3,540",100553.66,9,0,31,1,45579,0.033766
vid_0011,11/02/2026,"3,555",109251.53,5,0,23,2,45077,0.034896
vid_0011,12/02/2026,"3,076",93362.27,7,1,22,0,39790,0.034104
vid_0011,13/02/2026,"4,624",128199.6,9,1,27,6,55917,0.039326
vid_0011,14/02/2026,"4,441",118972.9,10,1,26,3,57239,0.035361
vid_0011,15/02/2026,"4,002",108610.33,2,0,19,5,52607,0.033475
vid_0011,16/02/2026,"4,014",117299.74,10,1,24,6,51822,0.03788
vid_0011,17/02/2026,"3,570",99453.44,2,2,20,3,50106,0.034946
vid_0011,18/02/2026,"3,129",85427.52,7,0,20,0,43017,0.034614
vid_0011,19/02/2026,"4,299",104294.02,5,0,20,2,56694,0.033425
vid_0011,20/02/2026,"3,350",84467.9,6,1,18,6,46751,0.031165
vid_0011,21/02/2026,"3,076",76099.28,5,1,28,5,42641,0.030206
vid_0011,22/02/2026,"3,348",78220.96,4,1,19,2,43634,0.031375
vid_0011,23/02/2026,"3,497",87168.87,2,0,19,3,44436,0.031078
vid_0011,24/02/2026,"3,246",81610.53,7,0,17,1,39024,0.032544
vid_0011,25/02/2026,"3,274",68647.9,8,1,15,1,41217,0.031079
vid_0011,26/02/2026,"3,360",75136.89,7,0,13,2,41224,0.033815
vid_0011,27/02/2026,"3,039",66150.43,7,0,18,7,38104,0.031834
vid_0011,28/02/2026,"2,407",60639.54,4,0,14,0,31370,0.032675
vid_0011,01/03/2026,"2,023",55331.86,3,0,17,2,27105,0.033167
